yorum, puan
"sözlükteki nükleer bombaya kafa atmaya çalışan bedevilerden haberi olsa ilk fırsatta dünya savaşı çıkarabileceğini düşündüğüm 21.yüzyılın deli petro'su.bedevilere karşı düşmanlığını da takdir ediyorum..." ,4
"açık ve seçik ""act of aggression"" terimini kullanmıştır. uluslararası ilişkilerde bunun anlamı savaştır, hepimize geçmiş olsun." ,3
"karizmasını çok fena çizdirdiği için fazlasıyla agresif davranan lider. böyle davranmak zorunda büyük ihtimalle iç politika nedeniyle.çoğu kişinin kaçırdığı bir nokta var ki; ilk başta rusya cephesinden yapılan ""uçak yerden vuruldu, araştırıyoruz"" vs açıklamalarının amacı türkiye'ye yem atmaktı. rusya bu muhabbeti uzatmadan, türkiye ile ikili olarak görüşerek ve uçağın düşme nedenini teknik arıza ya da karadan muhalif ateşi gibi bir nedene bağlayarak kapatacaktı. aslında iki taraf için de en iyisi buydu.işi heyecana kapılan türkiye tarafı bozdu. rusya ile görüşmeden rus uçağını türkiye'nin vurduğunu ilan etti ve direkt nato ile temas kurdu. zaten putin'in iplerini koparan şey uçağın düşmesinden ziyade bu oldu, bunu da söyledi kendisi.şu an durum oldukça sakat, osmanlıcılık ve milliyetçilik oynayan tiplere bakmayın. işin sakat kısmı putin'in de, tayyip'in de ne yapacağı kestirilemez kimlikte liderler olması. ikisi de özür dilemeyecek ve alttan almayacak. rusya tarafından ekonomik yaptırımlar devam edecek. burada yine 15 milyon euro ihracat kaybı (yalnızca beyaz et için bu rakam) bir şey değil, turistler gelmesin bir şey değil, rus takımları kaç tane ki kamptan ne kaybederiz vs. yorumları olayı fazlaca küçümsemek oluyor. zira bunlar ilk etapta küçük kayıplar olarak görülse bile bulundukları sektörü ve ilgili sektörün tedarikçilerini resesyona sürükleyebilecek zincirleme etkiye sahip olabilir. doğalgaz tarafında resmi olarak ilişki bitmeyecektir ancak ilişkiler gergin devam ederse kış aylarında rusya tarafından teknik arıza gibi nedenlerle sık sık kesinti yapılacaktır. akp bunu iç politika nedeniyle hane halklarına verilen doğalgazdan kısmayacaktır ancak sanayi üretiminde sıkıntılar çıkacaktır.angajman bakımından belki uçağın zorla sınırdan çıkarılması ve taciz ateşi açılması daha mantıklı bir hamle olacaktı ancak burada tsk yanlış yapmıştır demek biraz haksızlık oluyor. bir şekilde götümüze güvenip agresif ama kurallar dahilinde bir hamle yaptık ve ilgili kurumlar bunun sorumluluğu artık üzerinde taşıyacak. rusya ile ilişkiler bir şekilde normalleştirilmeli ancak diğer taraftan yunanistan, pyd, çeçenistan vs. gibi rusya yancılığı yapmaya başlayan soytarılara tez vakit gerekli ayarlar da verilmeli." 3
"türkiye'yi yönetenlerin ülkeyi islamlastirdigini ifade etmistir. rus uçağınin düşürülmesi sonucu bu görüsünü ifade etmesi; turkiyeyi yakından takip ettiğini göstermiştir.bu gorusune katildigimi da ifade etmek isterim, ne yazık ki toplumun bir bolumu bu gercegi goremiyor. 15.muhtar toplantisinda erdogan bu görüsü elbette elestirmistir, ancak görünen koy kılavuz istemiyor." ,3
"imajı kapasitesinden daha büyük olan adam. şimdi ise o yarattığı imajın altında kalmamak için cebelleşmektedir." ,3
"rus stream sitelerinden türk maçlarını bile kaldırtan rusya başkanı,asıl bundan korkacaksın amk" ,4
"şu an canlı yayında türkiye'nin ışid'dan nasıl petrol aldığını ve bunda türk yöneticilerin de haberdar olduğunu anlatan rus lider." ,3
"(bkz:sebebi neydi ki)" ,3
"rasyonalisttir.ve türkiye'ye yönelttiği suçlamaların hemen hemen hepsi doğrudur." ,3
"yahu bu adamı diktatör tavrından ve devletçi kafasından ötürü sevmem, diğer ülkelerdeki her şey devlettir, devletin yaptığı her şey doğrudur, devlette yanlış olmaz kafasına sahip diğerlerini sevmediğim gibi.eğri oturup doğru konuşuyor, tayyip ve şürekasının işlediği savaş suçlarının doğruluğunu inkar edemezsiniz ama. pekala savaş uçağı türkiye tarafından düşürülmese belki şimdi ayyuka çıkmayacaktı rte nefreti, bu konuda kendisini ayıplayabilirsiniz gençler, ama adam haklı.sabaha kadar oturup kıçınızı yırtsanız da petrol ve silah kaçakçılığından kurtulamayacak tayyip erdoğan ve ekibi. yani rüşvet ve yolsuzluk operasyonunda almanların da seni dinlediği ortaya çıkınca neye karşılık olarak olayın örtülmesini istendiğini bilmiyoruz, ama rusya bu tür kıvrak siyasi manevralardan hoşlanmaz. ayağına bastın mı eteğindeki tüm taşları döküverir, dünden beridir yaptığı gibi.dediğim gibi aynı cemaatin yıllardır bunların her bir şeyini bilip zamanında seslerini çıkarmamalarına ne kadar ayar oluyorsam, avrupa ve abd-rusya gibi devletlerin bu türden petrol-silah işinde sesini şimdiye kadar yükseltmemeleri ayrı küfür sebebi. umuyorum erdoğan yavaş yavaş tüketilirken ekibiyle birlikte, biz sıradan hayatını yaşamaya gayret eden insanlara bir şey olmaz. iş o raddeye gelmez umarım. erdoğan ve ekibi de değerli yalnızlıklarına iyice kapanır da saraylarında okey atarlar." ,3
"nüfusa oranlasak, türkiye'deki yalakalarının oranı rusya'daki sevenlerinden fazla çıkar. memleketin geldiği yere bak amk!" ,3
"hastalıklı tepki veriyor diyen yazarlar var. az önce cnn türk kanalında öğretim üyesi olduğunu söyleyen adam rusya'nın karizması çizildi bunu da türkiye yaptı dedi. türk halkının tamamına yakını şizofrendir. rusya bir şey yapamaz takiyyeci devlet diyen adamlar şimdi rusya göt sikince trip atıyor falan diyor. he yavrum he trip atıyor." ,3
"bu adami milliyetci diyerek malum sahisla bir tutan enteresan kafalari gosteren baslik. putin'deki milliyetciligin %20si malum sahis ve saz arkadaslarinda olsaydi turkiye bugun bu halde olmazdi." ,4
"bi biskrem verin şuna da rahatlasın" ,3
"vay arkadaş, nasıl kızdıysa artık:https://twitter.com/…assy/status/669924409172434944bu iş kolay düzelmez, rusya sorunu kalıcı hale getirmek için elinden geleni yapıyor." ,3
"(bkz:kontrolünü tamamen yitirmiş zat)" ,2
"daha bir gün geçmeden endişelerimi icraate döken rus diktatör. (bkz:#56513865)an itibariyle birçok ülkede rus büyükelçiliğinin resmi sosyal medya hesabından ırkçı içerikli paylaşımlar yapılmakta, rusya'ya giden türk vatandaşlar ülkeye alınmamaktadır. bu meselenin taraflardan birisi geri adım atmadığı sürece büyüyeceği aşikar olup, türkiye'nin sonuna kadar gidip rusya'yı bu psikolojik harpte dize getirmesi şahsım adına umulmaktadır. gün birlik günüdür, burada ne erdoğan ne de hiç haz etmedigim akp tayfası aşağılanmaktadır; burada aşağılanan 100 yıl önce vatan toprağını kanıyla sulamış atalarımız ve gazi mustafa kemal atatürk'ün kurduğu cumhuriyettir.edit: bir takım pkk sempatizanının ve aşırı muhaliflikten vatan hainliğine yatay geçiş yapan zavallının 'ak troll' ithamıyla karşı karşıyayım. açın bakın 1919 yılının gazete haberlerini, sırf o günkü osmanlı hükümetini sevmediği için işgale göz yumanların ve sırf atatürk'le aynı şekilde düşünmediği için yunanlara sempati duyanların yazılarına bakın, ve bugün vatan haini olarak görüldüklerini unutmayın." ,3
"3-5 ruh hastası, bedevilerden petrodolarları hüpletecek diye suriye'nin anasını sikecek, gidip son yüzyılın en agresif liderlerinden birine uçak düşürüp posta koymaya kalkacak, ben de bunun arkasında durucam he mi? tepetaklak gidiyor beyler memleket. iç dinamiklerimizi bir şekilde oturturuz yeniden bunlardan kurtulunca. ama dünya kamuoyunda sürekli itlik serserilik yapan ülke konumuna yükseldik." ,3
"üniversitede hukuk okumuş, boş zamanlarında ata binen kaplan gezdiren, spor olarak judo yapan rus şeysi..." ,3
"sulh ceza mahkemelerinden biri tarafından tutuklanması ve ülkesine acilen kayyum atanması gereken kişi.bu nedir arkadaş ya. sen kimsin ya? milli irade var karşında. bakın burası çok enteresan; varsa bir diyeceğin ey putin, gel burada parti kur bakalım sandıktan çıkacak mısın?" ,2
"türkiye'nin ışid ile petrol ticaretine dair elimizde görüntüler var diyen ve bu işin araştırılması için de bm'yi göreve çağıran rus lider." ,3
"tanım: ergenrusya kadar zırlak bir ülke görmedim. ülke ülke değil bildiğin meslek lisesi." ,2
"2008 de gürcistan ın anasını ağlatan lider. şakası yoktur." ,4
"he sakasi yokmus da falan da filanamk sanki meydan bos da buna trollemeye izin vereceklerbunlar bilerek dusurttu radarsiz boktan sovyet yapimi ucagini" ,3
"ortadoğu'nun şark kurnazı çarıklılılarına papuç bırakmaması gereken rusya federasyonu lideri.bizim börek boyzlar bu uçak işini fazla hafife almış gibi ama uçak vurma olayı bir zihniyetin emellerinin finali! bütün dünya biliyor suriye'de it sürülerine sağlanan desteği...tabi bizim dangalaklar rte'den yola çıkıp her şeyi ""adamın imajı çizildi"" sığlında değerlendiriyorlar lakin durum o kadar basit değil.öyle bir koz verildi ki eline, türkiye suriye üzerindeki bütün hayallerini halkalı çöplüğünde bulabilir." ,3
"bazi yazarlarin ozur meselesi yuzunden karizmasinin cizildigini dusundukleri lider. lan adam ucagin parasini da istedi, bilmiyor mu turkiye'nin vermeyecegini ? bilmiyor mu turkiye'nin ozur dilemeyecegini ? adam bariz bir sekilde turkiye'yi ""hic bir yolmaz gelmez, her hangi bir anlasmaya varilamaz"" pozisyonuna sokuyor, yani ""oyle bi ulke ki ne emmeye ne gommeye geliyor ustune bir de teroristleri destekliyor"" demeye getiriyor dunya kamuoyu onunde. strateji ustasi. sirtindan bicaklayanlarin got deligini simide cevirmen dilegiyle." ,3
"dalaştığı ülkenin liderinden daha zeki olduğu konusunda kimsenin tereddüt etmediği lider.yine dalaştığı ülkeden daha güçlü bir ordusu olduğu konusunda da tartışma yok." ,4
"abaküs bağlamaz rutine selam söylen vladimir putin e." ,3
"gücü ancak gürcistan'a ve ukrayna'ya yeten bir adam. kiminle dans ettiğinin farkında değil." ,2
"benim mini etekli rus gacılarımı ülkelerine geri çağırarak mağdur etmiştir." ,3
"farklı bir biçimde gerçekleşmişse de öngörüye gel:(bkz:#56218834)" ,3
"sadece ve sadece ufacık gürcistanı tokatlayabilecek, gay kardeşi ukrayna üzerinde hak iddia edebilecek haricinde her halükarda tokat yiyecek muhterem.eşek sikmekle fazlasıyla meşgul olmaktan tarih boyunca devlet kuramamış iki yüzlülerin yeni peygamberi." ,1
"ışid'i görünce pılı pırtı toplayıp toprağını terkeden malum zihniyetin sonunu getirecek. at fava bekle.(bkz:22 şubat 2015 türkiye'nin toprak kaybetmesi)" ,3
"bizim diktatörü biz indiremedik bari bu adam indirsin. evet net olarak böyle düşünüyorum. nasıl bi düşmanlık yarattığınızı farkettiniz umarım ak boylar. sizin dininizi imanınızı sikeyim. orospu çocukları.debe editi: bu entry'nin debeye girmesi bile yarattığınız nefretin boyutlarını ortaya açıkça seriyor. kutuplaşma ustasını desteklerken düşünecektiniz. size su veren itfaiyenin hortumunu sikeyim." ,3
"ayıdan post moskoftan dost olmazbu yüzden öyle herkesle dostuz, kankayız ayağına yatmayacak ülkenin, milletinin menfaatine bakacaksın." ,3
"eski adıyla soyvetler birliği'nin, yeni adıyla rusya federasyonu'nun başkanı.amerikalılar ırak'a girdiğinde, bu araplar nasıl olur da kendi vatanlarına başka bir ülkenin askerinin girmesine izin verir (hem de coşkuyla, alkışla); saddam beterin beteri de olsa müslümanım diyen bir toplum amerikan bayrağının toprağında dalgalanmasına nasıl izin verir diyordum. şu birkaç günde yazılanları gördükçe midem bulandı. sırf hükümet gitsin diye elin ruslarının bizim topraklarımıza girmesine sevinecek tipler var. sınırlarımıza giren ve defalarca uyarılan bir savaş uçağını vurduk diye ""bunun bedelini türk halkından değil, hükümetten çıkar"" diyen ultra zeki insanlar var. elin ülkesinde 10 kişi ölünce millet kenetlenir birlik olur, biz daha vatan toprağına ilişkin tehditte bile birlik olamamışız.tüm dünyaya duyurulan angajman kuralları var, yapılan onca uyarı var. askere o kadar silah yetki vitrine koysun bayramlarda taksın diye verilmedi. mesele hükümet meselesi değil, milli mesele. içeride ak partiyi eleştir, oy verme! verdirme! ama putinin rusyanın yanındayım ne demek, senin ben te aq!atatürk bu halkı nasıl bir araya getirmiş de, vatan millet yaratabilmiş; yazılanları okudukça daha da saygı duyuyorum arkadaş ,3
"yaninda olanlara sinirlenenlerin oldugu lider.bak sen su sevgi pitirciklarina. ici vatan sevgisi dolu pitirciklar nasi da sasirmislar kiyamam.bu devletin basi sabah aksam hic durmadan bu halkin yarisini terrorist bunlarrr, anarsist bunlarr, isbirlikci bunlarr diye damgalamiyor mu?eee o zaman duymadin mi halkin yarisinin isbirlikci vatan haini oldugunu da simdi sasiriyorsun sevgili pitircik?" ,3
"ulan bu devlet mavi marmara olsun, süleymaniye deki çuval olsun böyle tepki vermedi dış politikada, bu sefer sınır ihlali var diye neden vuruldu bu uçak anlamadım. obama destekli bir aksiyon olarak yorumluyorum" ,3
"putin her kadar hanzo da olsa, çirkef de olsa, karanlık bir adam da olsa, kesin tek bir şey var. herifin asıl amacı ve motivasyonu kendi ülkesinin çıkarları. herifin bağımsız olduğu ve bir kukla olmadığı da kesin. bu yüzden rusya'da içerde muhalif olanlar konu dış politikaya geldiğinde (ya da kısacası rusya'ya karşı bir tehdit olduğunda) fikir birliği ile hareket ediyorlar. mesela putin suriye'ye girdiyse, burdaki asıl amaç rusya'nın çıkarları.biz niye artık eskisi gibi konu dış politika olduğunda kenetlenemiyoruz? çok basit, bizde durum farklı, dış politikada fikir birliği olmamasının ve kutuplaşmanın sebebi, yöneticilerin asıl motivasyonlarının ve amaçlarının ülke çıkarları olduğuna dair herhangi bir inanç olmaması. rus uçağının düşürülme kararının, türkiye'nin çıkarları için ve tamamen bağımsız verilmiş bir karar olduğuna dair bir inanç yok muhalif kesimde. eee inanmadığın bir şeyin de niye arkasında durucaksın ki?" ,3
"yanında gezdiridiği vahşi hayvanlarla bazı h... hayranlık uyandırmış kişi" ,3
"hatırlatmak gibi olmasın ama(bkz:anna politkovskaya)" ,3
"tayyip'ten çok avanesi ve ona oy veren çomar kitlenin götüne kanırtırcasına sokmasını istediğim büyük başkan. bi daha belleri doğrulamasın. kanırt başkan kanırt." ,3
"eski bir kgb ajanı olması hasebiyle, ülkeler arası ilişkileri iyi bilen, uluslararası krizleri daha oluşmadan çözebilecek niteliğe sahip donanımlı biri olarak gördüğüm ve bu nedenlerden dolayı saygı duyduğum bir devlet adamıydı.ancak son uçak düşürme olayıyla kanıtladı ki; hakikaten dangozun önde gideniymiş kendisi. bu kadar düz düşünen ve türlü taklalar atmanın yollarını arayarak uluslararası camiada kredi kaybetmeye başlayan bir adam, olsa olsa troll olur; devlet adamı değil." ,3
"bir tek haksız ve beğenmediğim tarafı var bu adamın, o da; her siyasetçi gibi, kendi aleyhinde durumlar geliştiğinde öttürüyor düdüğü. tayyoşla sevimsiz laçkalıklarını unnutuğumuzu mu sanıyorsunuz? türkiye ve ışid işbirliğini gündeme getirmek için neden bu kadar beklediniz?" ,3
"recep tayyip erdoğan bir lunapark aynasındaki grotesk görüntü ise, vladimir putin aynaya sureti yansıyan, ayarlarıyla oynanmamış orijinalidir. ilkini müridleri uçurur, ikincisi uçar." ,3
"tarihin gördüğü son faşist katil." ,1
"bazı mallarca krizi yönetemediği iddia ediliyor. krizin ilk anlarında bir rusyanın bir de türkiyenin tutumuna bakın. ag malları. adamlar uçağımız yerden vuruldu demiş sana opsiyon sağlamış mı? muhatabın benim nato değil demiş mi? sen ne yapmışsın genelkurmayın internet sayfasında yaptığın salakça açıklamayla dönülmez bir yola girmişsin. resmi ajansın uçağın düşme anını cayır cayır yayınlamış. (genelkurmayın da aa'nın da yaptıkları kendi açılarından doğru) kusura bakma kamil özürdileyeceksin. hem de sike sike. bir daha sureyedeki teröristleri desteklemeyeceğini deklare edeceksin ondan sonra putin reis işleri yoluna koyar merak etme" ,3
"(bkz:aleksandr litvinenko)" ,3
"büyük öndergazi mustafa kemal atatürkbu votkacı alkolik pezevenkputin'in dedesistalin'e şöyle bir ders vermiştir. eğer dedesinin başına gelenden ders alırsa ne ala.stalin ve gazi mustafa kemalstalin’in sovyetler birliği’nin başında olduğu döneminde sovyetlerin ankara büyükelçisi ünlü bir diplomat karakan’dı. sovyet devrimi’nin yıl dönümlerinden birinin sabahında stalin, son derece sivri, anlamsız ve onur kırıcı bir demeç veriyor. bu demecinde aynen şunları söylüyordu:-“herkes bilsin ki, rus milleti; boğazlarla, ardahan’ı ele geçirmekten asla vazgeçmeyecektir. çok yakın bir zamanda bu davalarımızı halletmiş olacağımızı şimdiden müjdeliyorum...”aynı gece ankara’da sovyet büyükelçiliği’nde de ihtilalin yıl dönümü kutlamaları yapılıyor. cumhurbaşkanımız mustafa kemal, gece yarısına doğru stalin’in bu densiz demecinden haberdar oluyor ve emrediyor:-“arabaları hazırlayın gidiyorum.”-“paşamız bu saatte nereye gidecekler?”-“sovyet elçiliği’ne.” ekibin etekleri tutuşur. çünkü olayı kavrarlar, içlerinden birisi gazi’ye:-“paşa hazretleri nasıl olur? protokolsüz mü? siz devlet başkanısınız, protokolsüz nasıl gidersiniz?”-“ben protokol falan dinlemiyorum çocuk. stalin vatanımın topraklarına göz dikmiş, sen bana protokolden söz ediyorsun. hazırlayın arabaları” diye cevap verir. büyük önderimiz ve arabalar hazırlanır. gazi ve ekibi, sovyet elçiliğinin kapısına dayanır. ulu önderimiz yüzü asık bir şekilde yukarı çıkar ve o sırada elçilikte büyük bir balo vardır. gazi kendisini karşılayan büyükelçi karahan’ı görünce:-“merhaba karakan” der ve aynı sert ifadeyle devam eder:-“rahatsız ettik ama sen benim şahsi dostumsun, kusurumuza bakmazsın. bir hususu esasından anlamaya geldim.”-“emredin sayın başkan”-“ajanstan öğrendiğime göre, başbakanınız stalin, ardahan ile boğazlar’ı istemiş, kararı katıymış... pek yakın bir gelecekte bu kararını uygulayacakmış. tam böyle söyleyip söylemediğini bilemem ama buna benzer şeyler söylemiş. tabii ki bu konuşmanın bir kopyası sende vardır. getir bakalım şunu da işin aslını faslını iyi anlayalım.”stalin’in konuşması getirilir. gazi metnin o kısmını yanındakilere kelime kelime tercüme ettirir. konuşma ajanstan geçen metin ile aynıdır. gazi sorar:-“karahan, elçiliğin telsizinden derhal stalin’i bulduracaksın. bu beyanatından vazgeçip geçmediğini sorduracaksın. başbakanın tükürdüğünü yalayacak, yalamazsa ben yapacağımı bilirim. bu cevap bu gece gelecek çünkü benim senin başbakanından daha önemli kararım var. istediğim cevabı almadan elçiliğinizden dışarı adım atmam. eğer cevap istemediğim şekilde gelirse bil ki buradan çıkıp doğru rus sınırına gideceğim...”karahan çaresizlik içinde telsizin başına koşar ve gazi’nin söylediklerini aynen nakleder. stalin’den gelen cevap büyük önderimizi tatmin eder çünkü cevapta aynen şöyle söylenmektedir:-“stalin sürçü lisan eylemiştir. boğazlar ile ardahan’ı almak gibi bir arzusu kesinlikle yoktur...”gazi cevabı okuduktan sonra rus büyükelçisi karahan’a hitaben:-“karahan seni geri çağırırlar ve yaşatmazlar. uzun süredir tanışıyoruz, istersen bize iltica et.” karahan bu teklife olumsuz cevap verir ve cevabı telgraftan hemen sonra bir telgrafla geri çağrıldığını açıklayarak:-“teşekkür ederim. sizi tanımış olmam bile yeterlidir. ancak memleketinizdeki görevim sona ermiştir. yarın hareket edeceğim.gazi fazla ısrar etmez ve çankaya’ya döner. on gün sonra şöyle bir haber gelir. sovyetler birliği’nin eski ankara büyükelçisi karahan fırında yakılmak suretiyle idam edilmiştir.1 arıburnu, kemal, atatürk’ten anılar, türkiye iş bankası kültür yayınları, ankara 1976, s. 205-208." ,3
"tayyib'e karsi cemaat'i desteklemek ne kadar dogruysa, tayyib'e karsi putin'i destektemek de o kadar dogru.delikanli deniyor kendisi icin. cemaat mensuplari ne kadar delikanli ise o da o kadar delikanli." ,3
"sözlükteki hayranlarının ordusuna katılması tavsiye olunan muhterem.dudağınızın üstündeki rus semenini de silin giderken.. hasbelkader pilot olursanız aman türk havasahasına girmeyin, alıverirler havanızı. hadi mutlugulaglar canlarım.https://www.rt.com/…ssian-army-welcomes-foreigners/" ,3
"sözlükte göte göt diyen yazarların putin'i takdir ediyor bunlar, bunlar putin yalayıcısı diye yaftalandığını gördüğümüz başlık. ulan hadi okulunu okumadın, haberleri izliyorsun öyle ya da böyle. ulan hayatında, yaşadığın sürece böyle diplomasi hamleleri gördün mü? büyük lider dediğin uzun adam sana bütün verdiği tavizleri sanki türkiye'nin çıkarınaymış gibi anlattı sen de bunları yedin. putin ne kadar güçlü olursa olsun rusya'nın çıkarı putin'in çıkarıdır. bizdeki gibi tayyip'in çıkarı türkiye'nin çıkarı değildir.uluslararası ilişkilerde en temel teorilerden birirealizmdir. realizmde ülkeler kendi çıkarlarını maksimize etmeye çalışırlar. bu yolda karar vericiler rasyonel hareket etmek zorundadır. (bkz:klasik realizm) (bkz:neorealizm) çünkü bu oyunu oynamak ve oyunda kalmak için karar vericiler devleti temsil etmek zorundadır. şimdi bu kısa bilgiden sonra tayyip erdoğan'ın yaptıklarına, dış politikada verilen kararlara rasyonel diyebilir miyiz? çünkü şu durumda devlet, karar vericinin temsilcisi durumuna düşmek üzere. zaten bunu pekiştirmek için başkanlık sistemi isteniyor. tayyip=türkiye konumundan çıkıp dış politikada ve uluslararası kamuoyunda geldiğimiz konum tayyip >türkiye şeklinde. böyle bir durumda yani karar vericinin çıkarları devletin önüne geçtiğinde yapılan bir hareketten karar verici çıkarları doğrultusunda yorumlamalar ortaya çıkar ve bunun tortusu yani vebali devletin diğer birimlerine kalır son durumda tsk'nın elinde uçak düşürme olayının telvesinin kalması gibi. bu şekilde karar vericinin yönettiği devleti adına rasyonel olması zorunluluğu ortadan kalkar. ancak rasyonel olmadığınız sürece bu oyunu oynayamazsınız. tavla oynarken karşınızdaki zar atarken, siz masa altından satranç taşlarını çıkarıp şah mat diyemezsiniz.putin'in iç siyasette otokratik tavrı her ne kadar eleştiriye açık ve adil olmasa da dış politikada bir karar verici olarak ülkesini ve çıkarlarını temsilen hareket ettiği aşikar. bütün yaptırımları sistematik ve rasyonel. tayyip erdoğan'ın petrol satın alıp almadığını, damadını, çıkarlarını ve daha bir sürü şeyi tartışırken putin'in sadece imajını tartışmamız bu rasyonelliği kanıtlıyor. çünkü putin şu durumda rusya adına hareket ediyor. öte taraftan türkiye resmen tayyip erdoğan adına hareket ediyormuş gibi bir görüntü var. ancak tayyip erdoğan'ın ve akp hükümetinin türkiye'yi temsil etmesi gerekiyordu!!şimdi bu uluslararası ilişkiler oyununu kim daha iyi oynuyor? bu şekilde putin'in yaklaşımlarını ve yaptırımlarını kendi adımıza ve kendi çıkarımıza zararlı bulsak bile bu oyunu doğru oynadığını bile söyleyemeyecek miyiz? ya da bunu dile getirmek putin yalayacılığı mı oluyor şimdi?" ,3
"rte nin rus versiyonu." ,3
"başka ülkelerde 10 kişi ölünce halkın kenetlendiğini düşünen ve kendi ülkesinde hergün daha fazla insan öldüğünü bilmeyen akboylara söylemek istediğim bişey var.ırak'ta amerikalıları coşkuyla karşılayan insanlar amerika oraya gelmeden de zulüm görüyordu rejim tarafından.şimdi hali hazırda ülke bir savaşta bulsa kendini emin olun ruslara destek çıkacak kahraman gibi karşılayacak kitleler var.benim şahsi kanaatim türkiye nin yanlış dış politikası ve dış politika da beceriksiz olan kişilerin söz sahibi olması.ve ne yazık ki bunların arkasından giden , şekilci hainler.hayır iş işten geçtiğinde ortalığı düzeltmek ya da bedel ödemek gerçek vatanseverlere kalıyor.bir bedel ödeniyor ama bu keneler yine gelip çörekleniyorlar , millete sataşıp sataşıp abisini çağıran tipler bunlar.ama cepheye gelene kadar , baktılar iş ciddi hepsi saklanır sen kalırsın orda benim vatansever kardeşim.bu çiyanlar lafta vardır , halbuki savaş çıksa ölmemek için ölü taklidi yapar ölen arkadaşlarının içinde !! işte bu kadar da hain ve çakaldırlar.lozan anlaşmasından bu yana bu topraklar en uzun süren barış dönemini yaşadı.osmanlı hayranları , osmanlı özentileri , osmanlıyı, tarihi sadece dizilerden bilen kansızlar siz gelin ülkeyi parça parça satın peşkeş çekin diye mi öldü binlerce insan.padişah sarayında zevk""ü sefa sürsün diye ölen binlerce anadolu evladı 600 sene sizin kahrınızı çekti yetmez di mi !! kene gibi yaşamaya o kadar alışmıssınız ki cumhuriyet ve bu ülkenin üzerine kurulduğu değerler , size hiçbir zaman fırsat vermeyecek , yani umarım." ,3
"anna politkovskayaadlı kadın muhalif gazetecinin ölümünden sorumlu oldugu iddia edilen devlet başkanı. fakat insan yine de ondan daha faşizan devlet başkanlarını gorunce sempati duyabiliyor kendisine.yezidden bezip putine sempati duymak diye bir olay var dogru.(bkz:yüce putin)" ,3
"dünya'nın hala soğuk savaş döneminden kalma bir zihniyette olduğunu düşünen anti demokrat diktatör. ülkesinde kendisine es kaza bir eleştiride bulunduğunuz vakit; ""rusya'nın güçlenmesinden rahatsızlık duyan yabancı"" damgası yersiniz. rusları da anlamak lazım tabii, yeltsin dönemindeki dibe vuran rusya'yı gördükten sonra böylesine bir diktatör tüm dünya'ya ''güçlü rusya, güçlü lider'' izlenimi veriyor. elindeki doğal kaynakları tüketene kadar kendi kendine ""büyük devlet adamcılık"" oynamaya devam edebilir." ,2
"tayyip nefreti sebebiyle taşak yalayıcıları çoğalmıştır.çok yazık çok.",3
"tayyip erdoğan'ın karşısındaki rakip olarak algılanmasına ve bunun üzerinden de türk kamu oyunda yeni bir algı yaratılmasına ilişkin yoğun bir aktroll faaliyeti yürütüldüğüne şahit olduğum devlet başkanı.banane kardeşim elin ayısından? benim gözümde putin, iyi ya da kötü olarak tanımlanamayacak bir dış unsur. beni ilgilendiren ülkemin durumu ve menfaatleri ise gördüğüm tek bir şey var:""ülkem ortadoğu bataklığına her geçen gün daha da batıyor, son olarak da ağzına çiğnemesi zor bir lokma almışa benziyor.""bütün bunların hesabını elbette ülkemi yönetenlerden isteyeceğim. ve benim gözümde putin vs. erdoğan gibi bir durum söz konusu değil. erdoğan'ın yenik düştüğü tek şey var. o da kendi ihtiraslarıdır. faturayı ödeyecek olan da benim, sensin, bizleriz...bırakın artık ucuz hamaset yapmayı. 92 yıllık kazanımlarımızı kumar masasında kaybetmek riskindeyiz ve ben kumar oynamak değil, çocuğum için güvenli bir gelecek istiyorum! o geleceği gasp edeceklerden de elbette ki hesap sormaya hakkım var!" ,3
